q1011p2941_1.fits	8.1
q1011p2941_2.fits	8.1
q1011p2941_3.fits	8.1
q1011p2941_5.fits	8.1
q1011p2941_6.fits	6.1
q1011p2941_7.fits	6.1
q1011p2941_8.fits	8.1
